attendance,study_hours,past_failures,assignments_completed_pct,parental_education,family_income,extracurricular,internet_access,previous_grade,final_score
61.86,7.44,0,0.0,Secondary,Low,Yes,Yes,100.0,46.64
56.02,7.76,0,83.77,Secondary,Medium,No,Yes,95.05,72.81
78.76,2.16,2,35.71,Higher,Low,No,Yes,70.88,55.18
83.54,13.45,4,54.87,Secondary,Low,No,Yes,63.59,86.22
100.0,0.97,2,68.9,Secondary,Low,No,Yes,37.75,35.3
98.76,5.03,3,90.02,Secondary,Low,Yes,Yes,68.86,69.05
60.58,15.0,5,98.07,Secondary,High,Yes,No,56.15,67.84
52.54,2.19,4,65.2,Secondary,Low,No,Yes,53.04,61.79
87.3,3.51,3,100.0,Higher,Low,Yes,Yes,49.59,44.84
41.99,6.62,2,33.82,Primary,Medium,No,Yes,95.13,45.45
100.0,0.69,0,62.55,Secondary,Low,No,Yes,53.69,50.77
100.0,8.07,0,100.0,Primary,High,Yes,Yes,100.0,62.05
63.27,0.0,2,73.15,Secondary,Medium,No,Yes,72.48,52.69
32.17,6.0,2,62.23,Primary,High,Yes,Yes,81.62,47.05
100.0,11.79,0,100.0,none,Medium,Yes,Yes,100.0,100.0
72.14,8.56,3,84.28,none,Medium,No,Yes,39.97,80.51
100.0,5.84,2,83.33,Higher,Medium,Yes,No,36.75,79.82
35.14,4.71,4,44.4,Higher,Low,Yes,Yes,80.01,41.65
60.02,5.66,2,30.31,Secondary,Medium,No,No,20.86,41.21
75.13,4.85,0,100.0,Secondary,Low,No,Yes,86.19,54.83
76.17,7.59,2,67.14,Secondary,High,No,Yes,52.78,51.07
63.75,8.58,0,63.01,Higher,Low,Yes,Yes,100.0,76.26
90.57,6.57,1,83.09,none,High,Yes,Yes,36.38,53.44
48.31,8.8,3,100.0,Higher,Low,No,Yes,63.12,64.13
71.44,8.06,3,100.0,Higher,Medium,Yes,Yes,76.07,61.11
78.01,1.02,2,100.0,Higher,Low,Yes,No,50.86,75.14
87.86,0.0,0,81.14,none,Low,No,Yes,78.03,56.79
92.79,6.69,0,46.27,Secondary,Low,Yes,No,100.0,60.65
46.88,4.2,3,77.29,Secondary,Low,No,Yes,100.0,72.0
36.65,6.81,0,84.2,Secondary,High,No,Yes,50.24,62.08
100.0,12.69,0,74.13,Primary,Low,No,No,71.39,93.21
83.31,4.93,4,23.45,Higher,Medium,Yes,Yes,50.41,68.89
56.29,7.24,2,70.3,Primary,Low,No,Yes,63.41,77.18
100.0,2.62,3,82.2,Secondary,High,No,Yes,92.25,75.03
77.89,7.97,1,59.58,Higher,Medium,Yes,Yes,30.48,60.48
100.0,2.87,4,82.75,Secondary,Low,Yes,Yes,88.71,47.58
76.69,10.0,2,58.76,Secondary,Low,Yes,Yes,100.0,64.5
100.0,6.49,1,100.0,Higher,Low,Yes,Yes,85.37,92.3
100.0,5.42,3,68.6,Secondary,High,Yes,Yes,100.0,60.69
68.78,0.0,2,65.38,Higher,Low,Yes,Yes,74.57,54.19
99.29,0.51,2,91.08,Primary,High,Yes,Yes,79.13,62.51
91.13,8.32,4,65.71,Secondary,Medium,No,No,48.24,65.47
100.0,10.65,2,100.0,Primary,Medium,No,Yes,52.48,84.18
50.88,6.97,5,40.23,Secondary,Low,Yes,No,50.98,25.14
92.15,5.09,2,68.93,none,Low,No,Yes,95.97,64.21
100.0,6.19,2,95.8,none,Low,Yes,Yes,92.24,84.23
31.03,5.43,3,100.0,Secondary,Low,Yes,Yes,95.91,66.06
45.42,3.19,0,100.0,Primary,Low,Yes,Yes,36.61,50.33
24.02,0.6,4,100.0,none,High,No,Yes,66.09,34.29
68.26,0.63,1,76.01,Higher,Medium,No,Yes,92.98,66.34
92.94,3.25,0,83.99,Secondary,Low,No,Yes,76.33,75.85
100.0,6.37,0,50.69,Secondary,Medium,No,Yes,88.51,70.51
76.85,0.69,0,80.32,Secondary,Medium,Yes,Yes,82.96,66.58
100.0,5.71,0,22.65,Secondary,High,No,Yes,91.49,68.62
40.5,3.0,3,79.07,Primary,Low,No,Yes,100.0,50.36
32.42,0.0,1,100.0,Secondary,Medium,No,Yes,53.22,45.29
73.61,3.43,5,81.95,Higher,Low,Yes,Yes,69.37,36.56
84.6,6.95,3,96.22,Secondary,Low,Yes,Yes,32.53,56.72
74.18,3.48,3,56.01,Secondary,Medium,Yes,Yes,84.59,50.15
23.31,11.91,1,65.04,Secondary,Medium,Yes,No,51.77,48.95
72.77,8.49,4,91.6,none,High,No,Yes,79.52,62.71
42.39,10.22,2,100.0,Secondary,Low,Yes,Yes,74.96,70.8
91.74,15.0,5,100.0,Primary,Low,Yes,Yes,81.95,99.65
84.16,3.71,0,77.1,Primary,Medium,Yes,Yes,82.29,55.31
51.5,0.27,3,62.69,Secondary,Low,No,No,77.18,43.94
62.15,2.86,0,58.97,Higher,Low,Yes,Yes,35.11,29.76
,6.27,0,72.86,Higher,Low,Yes,Yes,100.0,61.3
73.43,7.57,3,85.91,Primary,Medium,No,Yes,51.57,56.78
98.88,6.74,5,100.0,Secondary,Low,No,Yes,55.17,76.82
50.36,4.21,2,93.34,Secondary,Low,No,No,42.76,57.55
87.6,7.65,2,67.75,Secondary,Low,No,Yes,54.82,48.53
61.74,10.57,0,67.47,Secondary,High,Yes,Yes,64.26,65.11
55.18,2.99,0,72.81,Higher,Medium,No,Yes,86.39,61.6
72.32,2.28,2,90.77,Secondary,Low,Yes,Yes,68.74,56.02
49.12,13.86,1,64.8,Secondary,Medium,No,Yes,63.64,56.41
,1.5,0,72.38,Secondary,High,No,Yes,54.8,33.54
45.05,9.39,4,83.4,Higher,Medium,No,Yes,72.91,62.24
100.0,5.21,2,92.98,Secondary,High,No,Yes,100.0,73.96
75.88,11.94,1,61.82,Higher,Low,Yes,Yes,94.94,78.95
57.51,4.84,2,100.0,Secondary,High,Yes,Yes,100.0,65.89
80.35,,1,83.67,Higher,Low,Yes,Yes,69.77,78.28
72.19,0.75,2,54.49,none,Low,Yes,Yes,96.43,50.23
69.48,3.29,3,65.46,none,Medium,Yes,Yes,88.95,50.37
90.35,6.99,1,47.19,Secondary,Low,Yes,Yes,92.83,45.85
93.94,3.33,0,100.0,Secondary,Low,No,Yes,40.76,64.65
61.74,0.86,4,93.09,Primary,Low,No,No,93.0,50.0
60.6,14.5,1,55.69,Secondary,Medium,Yes,Yes,100.0,71.52
68.12,5.92,1,85.4,Secondary,Medium,Yes,Yes,52.0,43.63
17.45,10.58,1,78.04,Secondary,Low,No,Yes,100.0,50.37
37.12,13.63,0,0.0,Primary,Medium,Yes,Yes,87.83,46.58
100.0,3.91,0,80.41,Secondary,Medium,Yes,Yes,54.66,58.24
100.0,5.66,2,97.73,Primary,Medium,No,Yes,86.91,81.25
68.77,6.31,2,77.26,none,Medium,Yes,Yes,98.15,58.5
89.41,7.89,0,22.75,Secondary,Low,No,Yes,100.0,47.53
82.78,10.47,2,88.03,Primary,Low,No,Yes,100.0,99.56
100.0,9.9,4,80.68,Secondary,High,No,No,34.03,73.19
100.0,8.88,1,100.0,Higher,Low,Yes,Yes,100.0,73.08
71.8,4.71,0,89.77,Higher,Low,No,Yes,58.15,54.94
51.11,5.97,1,58.41,Higher,Low,No,Yes,78.19,63.82
34.84,0.99,2,64.94,Secondary,Medium,Yes,Yes,70.23,40.08
80.09,8.85,3,91.97,Secondary,Low,Yes,Yes,77.89,58.62
56.09,15.0,3,65.77,Higher,High,Yes,Yes,35.59,64.68
39.44,7.05,1,97.96,Secondary,High,No,Yes,95.06,70.4
58.84,11.59,0,74.27,Higher,Low,Yes,Yes,72.66,69.87
47.96,9.35,2,47.52,none,Low,No,Yes,86.45,64.86
100.0,3.82,3,35.14,Secondary,Medium,No,Yes,68.52,49.12
97.04,2.46,2,38.12,Secondary,Low,No,No,52.15,58.93
74.8,1.45,2,42.17,Higher,High,Yes,Yes,100.0,35.8
100.0,6.48,4,47.47,Secondary,High,Yes,Yes,72.48,63.49
76.93,8.23,3,100.0,none,High,Yes,Yes,72.97,67.01
53.47,8.44,1,57.13,Primary,High,No,Yes,90.67,73.38
100.0,1.46,1,100.0,Secondary,High,Yes,Yes,88.1,78.16
88.47,10.93,4,100.0,Secondary,Low,No,Yes,90.97,92.73
49.07,3.78,3,52.43,Higher,Medium,Yes,Yes,83.32,36.74
70.24,6.49,2,80.89,Secondary,High,Yes,Yes,99.37,92.72
53.11,3.43,1,37.52,none,Low,No,Yes,92.24,52.94
40.43,1.27,1,100.0,Secondary,High,Yes,Yes,58.6,51.3
98.15,0.96,4,78.35,Higher,Low,Yes,Yes,90.0,62.17
100.0,8.84,1,100.0,Higher,Low,Yes,Yes,49.67,86.41
40.04,5.96,3,61.65,Secondary,High,Yes,Yes,66.51,35.68
89.07,1.6,2,65.65,Secondary,Medium,No,Yes,66.47,55.48
58.73,3.52,0,74.89,Secondary,Medium,Yes,Yes,48.88,46.7
62.82,11.69,0,76.51,Secondary,Low,Yes,Yes,77.83,77.18
60.19,9.53,1,54.39,Primary,High,Yes,Yes,100.0,82.34
53.4,8.45,3,64.41,Higher,Medium,No,Yes,80.74,45.58
76.21,14.44,0,93.1,Secondary,Medium,Yes,Yes,53.06,83.99
54.23,12.01,1,100.0,none,High,Yes,Yes,83.52,79.76
81.76,6.14,1,99.75,none,Low,Yes,Yes,79.2,75.0
73.74,3.83,0,61.46,Primary,Low,Yes,No,62.74,82.02
69.03,15.0,1,66.87,Secondary,Low,No,Yes,66.41,81.51
52.31,10.82,0,83.73,Secondary,High,Yes,Yes,100.0,71.57
60.58,3.82,2,68.49,Secondary,Low,No,Yes,100.0,53.74
93.88,0.67,1,100.0,Secondary,Medium,Yes,Yes,37.51,54.54
87.52,0.0,2,71.32,none,Low,Yes,Yes,100.0,70.58
50.56,0.88,0,96.19,Secondary,Low,No,Yes,69.19,50.2
77.48,4.08,1,96.17,Higher,Low,Yes,Yes,86.46,81.47
93.78,11.36,3,62.5,Primary,High,No,Yes,81.38,74.2
33.26,9.96,2,85.96,Secondary,Medium,No,Yes,100.0,61.41
88.58,7.07,3,53.0,Higher,Low,No,Yes,28.63,60.63
58.43,8.46,3,100.0,none,Low,Yes,Yes,85.73,100.0
89.26,2.87,3,88.4,none,Medium,Yes,Yes,60.9,54.73
55.92,0.77,0,93.29,Higher,Medium,No,Yes,59.35,52.2
29.88,5.08,3,73.06,Secondary,Medium,Yes,Yes,100.0,63.06
34.31,9.95,1,100.0,Secondary,High,Yes,Yes,100.0,79.03
76.2,,4,52.23,Higher,Medium,Yes,Yes,30.55,38.57
81.49,8.84,1,100.0,Secondary,Low,No,Yes,78.39,91.1
52.39,6.15,2,97.88,Secondary,Medium,Yes,Yes,56.17,69.28
90.96,0.81,3,55.93,Higher,Low,No,No,80.27,41.85
33.46,7.15,2,100.0,Higher,Low,No,Yes,100.0,71.14
73.35,4.46,2,88.21,Secondary,Medium,Yes,Yes,39.09,52.09
44.72,10.34,3,86.51,none,High,No,Yes,36.52,62.29
58.7,0.0,0,42.38,Higher,Medium,Yes,Yes,76.88,41.33
76.18,12.13,1,73.78,Secondary,High,Yes,No,89.87,79.5
53.49,1.07,0,100.0,Primary,High,Yes,Yes,85.0,41.75
65.39,4.87,1,55.16,Secondary,Low,Yes,Yes,91.44,65.95
100.0,0.06,3,100.0,Higher,Low,No,Yes,36.19,73.95
60.58,10.06,2,70.88,Secondary,Low,No,No,46.35,64.33
95.89,1.54,2,64.35,Primary,Low,Yes,Yes,85.55,66.2
46.76,3.82,0,97.58,Secondary,Medium,No,Yes,94.24,66.04
88.25,10.16,1,22.91,Secondary,Low,Yes,Yes,81.49,72.22
100.0,3.96,3,63.95,Secondary,Low,Yes,No,30.28,50.78
13.21,5.69,0,91.37,Higher,Low,No,Yes,100.0,56.36
55.08,8.34,0,41.1,Secondary,Low,No,Yes,72.22,70.29
89.43,7.41,5,90.21,Secondary,Low,No,Yes,53.71,74.85
69.92,6.86,2,73.44,Secondary,Medium,Yes,Yes,100.0,66.12
84.28,3.66,3,31.08,Secondary,High,No,Yes,86.26,49.67
59.9,4.43,0,49.38,none,Low,No,Yes,63.23,36.42
77.16,7.74,0,94.07,Primary,Low,Yes,Yes,41.27,83.0
71.11,4.85,1,79.59,Secondary,High,Yes,Yes,35.02,55.98
100.0,7.02,1,100.0,Secondary,Medium,Yes,Yes,79.17,74.4
81.36,0.0,0,100.0,Higher,Low,Yes,No,72.04,72.79
83.44,5.89,3,85.5,none,High,Yes,Yes,81.2,60.79
64.7,8.13,2,82.99,Primary,Low,No,Yes,62.98,61.37
62.81,8.65,2,59.9,Higher,Low,No,Yes,75.81,75.14
64.19,5.16,1,36.35,Secondary,Low,No,Yes,100.0,41.17
84.86,7.28,3,69.59,Primary,Low,Yes,Yes,41.48,45.88
64.48,3.58,3,78.83,Higher,Medium,No,Yes,60.62,46.66
82.24,11.66,3,46.66,Higher,Low,Yes,Yes,47.81,56.83
100.0,4.64,4,100.0,Secondary,Low,Yes,Yes,95.35,79.61
96.78,11.1,2,40.96,Secondary,Medium,No,Yes,56.56,68.17
66.85,5.56,3,45.04,Primary,Medium,Yes,No,16.96,30.41
100.0,1.35,2,100.0,Primary,Medium,Yes,Yes,93.67,72.38
64.8,5.07,3,86.99,Secondary,Medium,Yes,Yes,97.96,56.56
24.05,2.01,4,63.02,Secondary,High,Yes,Yes,83.32,34.42
49.8,4.91,0,52.2,Secondary,Medium,Yes,Yes,76.91,29.98
28.23,1.89,2,100.0,Primary,Low,No,Yes,53.34,54.92
66.21,5.09,3,80.64,Secondary,Low,Yes,Yes,99.59,63.16
75.46,9.93,2,54.83,Secondary,Medium,Yes,Yes,64.17,68.53
100.0,11.73,3,61.32,Secondary,High,No,Yes,62.57,66.03
83.17,3.54,0,100.0,Secondary,Low,Yes,Yes,85.15,82.72
69.52,8.9,4,58.11,Higher,High,Yes,Yes,71.32,57.94
95.74,12.08,0,59.44,Higher,Low,No,Yes,81.91,80.25
19.72,1.35,0,49.54,Secondary,Medium,Yes,Yes,65.17,20.03
80.89,0.0,1,66.16,Secondary,Medium,Yes,Yes,74.12,61.11
94.27,0.47,0,44.86,Secondary,Medium,No,Yes,45.11,53.99
38.04,5.81,2,62.72,Secondary,Low,Yes,Yes,58.4,33.7
100.0,0.0,2,83.39,Secondary,Low,No,Yes,92.24,58.04
83.46,10.59,2,68.84,none,Medium,No,Yes,33.17,73.9
64.62,0.0,4,87.13,Primary,Medium,No,Yes,51.28,45.31
90.82,5.96,3,73.56,Higher,Low,Yes,Yes,69.26,74.16
100.0,7.28,4,89.49,Secondary,Medium,Yes,Yes,100.0,74.0
79.55,8.77,0,69.24,Secondary,High,Yes,Yes,35.0,78.13
81.21,10.52,3,23.89,Secondary,Low,No,Yes,60.65,55.42
63.52,12.56,2,80.81,Primary,High,Yes,Yes,100.0,67.98
53.75,7.57,1,62.63,Secondary,Low,No,Yes,58.05,45.46
95.76,3.62,0,100.0,none,Low,No,Yes,73.14,69.3
53.6,6.75,2,72.9,Secondary,High,No,Yes,100.0,63.74
76.79,7.59,5,94.23,Higher,Low,Yes,Yes,76.46,66.36
63.06,6.96,4,59.01,none,High,Yes,Yes,60.35,47.75
86.97,4.09,3,97.43,Primary,Low,No,Yes,67.22,94.57
83.34,10.83,2,76.07,Higher,Medium,No,No,100.0,100.0
100.0,4.45,2,59.05,Primary,High,Yes,Yes,60.46,73.28
62.25,5.52,2,19.78,Higher,Low,Yes,No,96.77,48.2
68.25,2.64,1,74.46,Higher,High,Yes,Yes,49.51,48.52
50.53,9.71,2,53.41,Higher,Low,Yes,No,80.81,72.54
63.89,14.78,3,56.07,Higher,Low,Yes,Yes,15.44,70.11
84.43,10.8,3,90.41,Secondary,Low,Yes,No,83.44,64.61
93.92,1.71,0,26.29,Secondary,Low,Yes,Yes,72.83,48.49
51.95,2.77,3,100.0,Secondary,Medium,Yes,Yes,100.0,41.06
96.74,0.0,5,100.0,Higher,Medium,No,Yes,86.35,88.61
100.0,7.22,2,91.51,Secondary,Low,No,No,92.89,83.49
85.34,7.93,2,64.26,Secondary,High,No,Yes,75.77,57.82
100.0,3.3,3,96.14,Higher,Medium,No,Yes,77.11,51.12
55.66,3.79,1,72.88,Secondary,Low,No,Yes,90.86,68.29
43.88,0.0,1,78.03,Secondary,Low,Yes,Yes,51.37,53.42
30.53,,0,100.0,Primary,High,Yes,Yes,59.35,45.23
100.0,3.21,1,78.47,Primary,Medium,Yes,Yes,65.64,65.75
91.36,3.25,3,100.0,Secondary,Low,Yes,Yes,20.72,46.18
73.61,15.0,2,56.6,Secondary,Low,Yes,No,42.68,65.64
82.0,8.67,4,74.06,Higher,Low,No,Yes,100.0,75.53
46.86,5.89,1,60.36,Secondary,Medium,Yes,Yes,100.0,59.0
100.0,,0,41.3,Secondary,Low,No,No,74.1,69.67
78.23,3.99,2,83.17,Secondary,Medium,No,Yes,99.14,80.17
77.73,9.88,0,100.0,none,Low,No,Yes,74.92,95.3
93.14,4.91,1,78.52,Secondary,Low,Yes,Yes,88.5,72.69
87.03,1.66,1,56.29,none,Low,No,Yes,90.79,68.79
80.6,12.52,2,95.49,Higher,Medium,Yes,Yes,85.48,97.91
55.24,2.85,0,49.85,Primary,Low,Yes,Yes,79.88,65.73
86.79,14.21,2,90.36,none,High,No,Yes,86.76,88.54
100.0,9.63,0,52.53,Secondary,Low,No,Yes,75.39,71.97
100.0,8.72,5,93.12,Higher,High,Yes,Yes,51.04,59.62
100.0,2.16,3,54.76,Higher,High,Yes,Yes,100.0,40.2
62.22,11.88,3,55.51,none,Low,Yes,Yes,49.36,65.81
50.26,15.0,2,70.15,none,Low,No,Yes,76.47,77.51
71.86,1.94,3,47.36,Secondary,Low,Yes,Yes,36.66,20.71
76.39,5.67,1,75.82,none,Low,No,Yes,37.11,59.38
100.0,2.41,1,87.27,Secondary,Medium,No,Yes,71.06,84.32
32.69,4.62,1,68.13,Secondary,Medium,No,Yes,41.17,49.88
100.0,5.32,4,61.61,Secondary,Low,Yes,Yes,100.0,73.85
71.05,11.18,3,100.0,Primary,Medium,No,Yes,41.03,63.98
64.33,0.3,1,100.0,Secondary,Low,No,Yes,100.0,55.74
49.7,8.88,2,70.1,Secondary,Low,No,Yes,100.0,77.83
33.63,9.04,0,40.56,Secondary,Medium,Yes,Yes,100.0,67.33
95.58,2.33,3,100.0,Primary,Low,Yes,Yes,80.06,77.99
76.83,6.1,0,37.05,Secondary,High,No,Yes,75.02,50.42
42.75,3.71,1,90.66,Secondary,High,Yes,Yes,78.41,55.42
42.62,6.49,3,84.21,Higher,Medium,Yes,Yes,76.94,45.03
66.61,13.4,3,45.47,Higher,Low,No,Yes,100.0,69.62
100.0,2.51,1,61.34,Primary,Low,Yes,Yes,100.0,49.16
68.51,7.19,0,100.0,Higher,Low,No,Yes,54.99,68.92
37.42,2.32,0,16.91,Higher,High,Yes,Yes,85.02,30.47
68.86,8.9,1,33.11,Secondary,High,No,Yes,52.7,54.53
68.18,7.29,0,62.73,Higher,Medium,No,Yes,63.13,55.89
10.0,8.38,1,100.0,Primary,Low,Yes,No,100.0,67.95
73.64,3.89,4,100.0,Primary,Low,Yes,Yes,52.41,52.94
69.23,1.44,3,90.23,Higher,Medium,No,Yes,71.42,44.2
92.41,0.0,3,60.61,Higher,Low,No,Yes,54.63,44.28
100.0,6.04,5,20.24,none,Medium,Yes,Yes,33.19,52.24
100.0,8.15,1,94.03,Higher,Low,Yes,Yes,77.18,85.69
68.28,7.58,1,84.84,Primary,Low,No,Yes,98.13,68.32
47.34,8.94,2,79.8,Secondary,Medium,No,Yes,87.33,67.91
100.0,3.84,3,51.84,Primary,High,No,Yes,44.91,50.11
76.48,5.62,5,100.0,Secondary,Medium,Yes,Yes,100.0,78.75
75.35,0.0,3,79.38,Higher,Medium,Yes,Yes,33.69,21.59
74.4,5.45,0,72.89,Primary,Low,Yes,Yes,83.64,72.65
79.95,12.96,2,27.51,Higher,Low,Yes,Yes,100.0,52.54
71.39,6.74,0,70.92,Secondary,High,Yes,Yes,24.75,31.35
60.66,14.01,2,33.85,Secondary,Low,No,Yes,36.92,54.08
61.33,7.74,3,96.59,Secondary,High,Yes,No,86.24,69.1
74.18,9.99,0,100.0,none,Medium,Yes,Yes,79.18,90.77
61.41,8.85,2,68.49,Secondary,Low,Yes,Yes,67.53,77.91
57.18,9.33,2,100.0,Higher,Medium,Yes,Yes,69.09,72.45
77.66,7.31,0,79.67,Secondary,Low,Yes,Yes,63.53,67.38
68.63,9.41,2,66.58,Secondary,Medium,Yes,Yes,44.38,67.21
100.0,3.97,5,64.72,Secondary,High,Yes,Yes,94.6,41.04
10.0,11.36,4,85.89,Secondary,High,No,Yes,93.43,57.72
100.0,12.23,0,71.42,Higher,Low,No,Yes,87.08,99.42
100.0,7.58,1,94.5,Primary,Medium,Yes,Yes,8.77,62.73
23.17,4.56,2,67.0,Higher,High,Yes,Yes,72.3,30.22
66.43,1.17,0,52.54,none,Low,No,Yes,96.46,67.62
65.71,7.54,2,98.64,Higher,Low,Yes,Yes,80.59,82.86
39.81,5.92,2,78.7,Secondary,High,Yes,Yes,79.22,44.9
55.55,3.42,4,67.36,Secondary,Medium,No,Yes,100.0,55.01
47.24,2.06,0,81.68,Primary,Medium,Yes,Yes,60.8,45.45
100.0,1.79,0,64.14,Secondary,Low,Yes,No,92.6,63.67
98.39,6.25,3,63.62,Secondary,High,Yes,Yes,88.87,72.27
100.0,7.93,0,78.95,Secondary,Medium,Yes,Yes,82.9,84.26
93.04,8.09,0,35.59,Higher,Low,Yes,No,96.62,64.07
46.77,15.0,1,63.3,none,Low,No,Yes,50.36,65.38
61.89,8.91,1,85.45,Higher,Low,Yes,Yes,100.0,69.21
87.23,10.45,0,49.26,none,Low,Yes,Yes,100.0,77.77
44.45,6.02,1,77.13,none,High,Yes,Yes,100.0,51.34
92.82,0.44,1,100.0,Secondary,High,No,Yes,49.4,57.02
68.99,4.31,2,63.87,Secondary,Low,No,No,77.28,56.64
65.63,13.16,1,100.0,Primary,High,Yes,Yes,100.0,100.0
92.77,2.7,0,60.31,Secondary,Medium,No,Yes,48.75,49.08
86.11,6.33,1,82.35,Higher,High,Yes,Yes,95.05,72.76
65.98,6.2,4,100.0,none,Medium,Yes,Yes,58.45,61.33
100.0,12.18,1,57.77,Secondary,Low,No,Yes,56.44,65.27
47.97,8.18,2,100.0,none,Medium,No,Yes,38.59,71.25
90.4,8.44,1,55.6,Secondary,Low,No,Yes,15.81,59.84
89.83,5.42,4,100.0,Secondary,Low,Yes,Yes,51.96,66.29
67.26,0.0,3,31.98,Higher,Medium,Yes,Yes,66.42,38.93
83.15,4.43,3,26.83,none,Low,Yes,Yes,82.54,41.44
43.72,5.92,3,68.93,Secondary,Medium,No,Yes,54.88,37.56
98.1,6.69,5,100.0,Secondary,Medium,No,Yes,26.44,58.47
70.38,3.28,5,80.52,Primary,Low,Yes,Yes,100.0,34.05
61.93,0.37,0,100.0,Secondary,Low,Yes,Yes,65.8,55.38
100.0,9.07,0,48.84,Higher,Low,Yes,Yes,65.8,78.86
57.39,4.72,0,58.1,Secondary,Low,Yes,Yes,91.62,78.35
39.79,5.97,0,63.63,Secondary,Medium,No,Yes,49.94,32.36
36.08,0.0,2,96.65,Secondary,Medium,No,Yes,100.0,38.93
90.15,5.04,5,31.85,Secondary,Medium,Yes,Yes,85.64,47.98
42.99,8.87,2,49.48,Primary,Medium,Yes,Yes,89.29,63.48
100.0,7.26,0,100.0,Secondary,Low,No,Yes,85.27,92.25
22.95,4.36,4,77.63,Secondary,Low,No,Yes,59.78,35.6
100.0,3.85,2,92.37,none,High,Yes,No,42.51,71.34
80.28,5.26,0,96.8,Secondary,High,Yes,Yes,47.65,57.99
72.58,7.45,1,80.64,Secondary,Low,No,No,54.31,54.07
61.38,7.41,0,96.84,Higher,Medium,Yes,Yes,100.0,80.93
84.98,8.23,1,97.01,Secondary,Low,No,Yes,70.9,84.88
74.06,9.29,0,100.0,Secondary,Medium,No,Yes,85.79,98.93
100.0,6.45,3,65.29,Higher,High,Yes,Yes,100.0,96.33
77.86,12.9,2,69.77,Secondary,Low,No,Yes,75.8,80.63
78.76,8.65,3,73.59,Primary,Low,No,Yes,100.0,70.55
65.91,3.03,1,52.06,Secondary,Medium,No,Yes,86.58,57.66
73.58,7.34,0,100.0,Higher,Medium,No,Yes,55.27,75.84
82.7,8.14,2,92.96,Secondary,Low,No,Yes,99.19,92.46
32.25,9.04,2,100.0,Secondary,Low,Yes,Yes,93.25,57.36
41.3,4.29,1,100.0,Secondary,Low,No,Yes,61.19,66.84
93.58,0.0,4,54.78,none,High,No,Yes,91.36,45.34
79.27,11.8,1,72.27,Secondary,Low,Yes,Yes,67.24,78.25
70.4,5.6,1,45.16,Higher,Medium,No,Yes,70.14,57.75
75.46,0.0,0,71.12,none,Low,No,Yes,67.59,56.17
83.69,4.9,0,96.9,Secondary,Low,Yes,Yes,100.0,97.29
61.51,8.97,4,100.0,Primary,Low,No,Yes,66.62,77.61
55.54,1.72,0,74.4,Secondary,High,Yes,Yes,83.25,59.97
79.9,1.67,3,76.73,Secondary,Medium,Yes,Yes,85.49,38.39
50.54,5.0,0,42.23,Higher,Low,No,Yes,83.64,45.36
85.21,6.42,1,67.9,Primary,Low,No,Yes,100.0,62.12
32.44,3.68,0,60.39,Primary,High,No,Yes,94.85,25.53
100.0,4.53,2,100.0,Higher,Low,No,No,100.0,75.17
86.81,9.25,2,97.16,Secondary,Low,Yes,Yes,94.36,100.0
81.4,6.06,0,64.51,Higher,Medium,Yes,Yes,74.43,67.04
99.57,0.07,0,63.16,Secondary,Low,No,Yes,68.8,44.99
100.0,10.75,1,78.93,Secondary,Low,No,Yes,45.78,91.24
100.0,5.26,3,100.0,Secondary,Low,Yes,Yes,67.67,53.86
28.98,2.37,0,89.43,Secondary,High,Yes,Yes,47.01,66.93
43.01,5.25,4,67.19,Secondary,High,Yes,Yes,100.0,68.95
59.38,0.7,0,100.0,Primary,Low,No,Yes,60.62,67.86
75.65,6.04,1,48.24,Higher,Medium,No,No,66.31,57.59
87.94,8.19,3,49.32,Secondary,High,Yes,No,61.06,63.68
56.86,3.71,2,86.2,Secondary,Low,No,Yes,80.15,54.0
79.67,4.77,0,100.0,none,Low,Yes,No,77.38,72.91
56.12,3.63,1,83.99,Higher,Low,Yes,Yes,83.97,88.65
59.71,8.9,3,96.4,Secondary,Low,No,Yes,100.0,64.63
39.83,5.02,1,65.48,Secondary,Low,Yes,Yes,52.82,37.71
51.92,3.67,0,70.9,Higher,Low,Yes,No,43.94,46.02
41.21,6.58,3,93.67,Secondary,Medium,Yes,No,72.7,75.5
50.6,4.89,1,55.06,Secondary,High,No,Yes,100.0,58.28
100.0,5.44,3,59.36,Secondary,Medium,No,Yes,85.87,71.29
51.27,2.78,2,97.27,Secondary,High,Yes,Yes,60.44,52.63
100.0,8.48,2,95.23,Primary,Low,Yes,Yes,20.08,65.82
87.33,4.38,2,100.0,Secondary,Low,No,Yes,55.11,80.52
79.62,4.82,3,68.43,Primary,Low,Yes,Yes,70.4,79.39
53.54,6.75,2,63.57,Secondary,High,No,Yes,99.99,72.64
92.51,13.85,5,41.02,Primary,Medium,Yes,No,49.69,53.4
60.61,9.34,1,100.0,Secondary,Low,Yes,Yes,71.73,62.08
78.05,3.32,2,27.62,Higher,Low,No,Yes,100.0,40.4
100.0,0.98,3,94.96,Secondary,Low,No,Yes,55.27,80.34
72.6,7.29,0,57.35,Secondary,Low,No,Yes,70.49,55.35
100.0,3.66,0,89.93,Secondary,Low,No,Yes,89.04,89.23
57.42,5.08,1,56.77,Secondary,Medium,No,Yes,83.08,56.81
74.13,5.27,1,52.24,Higher,Low,No,Yes,83.22,52.01
100.0,5.56,2,50.14,Higher,High,No,Yes,100.0,77.32
